ISSN,SJR_Q,SJR_H,VHB,FNEGE,CoNRS,HCERE,CORE,sourc,DAEN,AJG,JCR,SNIP,SJR,CiteS,ABDC,VHB4,NF
19393806,Q1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autism Research
20901925,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Autism Research and Treatment
20900430,Q2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autoimmune Diseases
20900422,Q2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autoimmune Diseases
08916934,Q3,75,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Autoimmunity
1607842X,Q3,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autoimmunity
20380305,Q3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autoimmunity Highlights
20383274,Q3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autoimmunity Highlights
15689972,Q1,130,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Autoimmunity Reviews
18730183,Q1,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autoimmunity Reviews
09288910,Q2,47,NA,NA,NA,NA,B,CORE2020,1,NA,NA,NA,NA,NA,NA,NA,Automated Software Engineering
15737535,Q2,47,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,Automated Software Engineering
01464116,Q3,20,NA,NA,NA,NA,C,CORE2020,1,NA,NA,NA,NA,NA,NA,NA,Automatic Control and Computer Sciences
00051047,NA,NA,NA,NA,NA,NA,C,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,Automatic Control and Computer Sciences
1558108X,Q3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automatic Control and Computer Sciences
00051098,Q1,287,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Automatica
00051144,Q2,24,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Automatika
00051179,Q3,37,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Automation and Remote Control
16083032,Q3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automation and Remote Control
09265805,Q1,138,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,A*,NA,Automation in Constructio
18727891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A*,NA,Automation in Constructio
2196677X,Q3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automatisierungstechnik
01782312,Q3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automatisierungstechnik
26156636,Q3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automotive Experiences
26156202,Q3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automotive Experiences
10994130,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automotive Industries AI
00051527,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automotive Industries AI
20964250,Q2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automotive Innovatio
25228765,Q2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Automotive Innovatio
14748665,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Autonomic & Autacoid Pharmacology
15660702,Q2,86,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Autonomic Neuroscience: Basic and Clinical
18727484,Q2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autonomic Neuroscience: Basic and Clinical
13872532,Q2,72,NA,NA,NA,NA,A,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,Autonomous Agents and Multi-Agent Systems
15737454,Q2,72,NA,NA,NA,NA,A,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,Autonomous Agents and Multi-Agent Systems
09295593,Q1,117,NA,NA,NA,NA,B,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,Autonomous Robots
15737527,Q1,117,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,Autonomous Robots
15548627,Q1,159,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Autophagy
22361960,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autopsy and Case Reports
21753431,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avaliacao Psicologica
16770471,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avaliacao Psicologica
22544313,Q2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avances de Investigacion en Educacion Matematica
15143899,Q1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avances del Cesor
24226580,Q1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avances del Cesor
02131285,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avances en Odontoestomatologia
17944724,Q4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avances en Psicologia Latinoamericana
18565301,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avances en Quimica
20826710,Q3,11,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Avant
13873008,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Avant Garde Critical Studies
07642873,Q4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avant Scene Opera
0233528X,Q4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aviakosmicheskaia i ekologicheskaia meditsina = Aerospace and environmental medicine
17581559,Q2,40,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Avian Biology Research
17126568,Q2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avian Conservation and Ecology
17126576,Q2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avian Conservation and Ecology
00052086,Q2,83,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Avian Diseases
03079457,Q1,86,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Avian Pathology
14653338,Q1,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avian Pathology
20537166,Q1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avian Research
18224180,Q4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aviatio
16487788,Q4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aviatio
00052175,Q4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aviation Week and Space Technology
20084625,Q3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avicenna Journal of Medical Biotechnology
20082835,Q3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avicenna Journal of Medical Biotechnology
04044266,Q4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avocetta
12113379,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Avriga. Zpravy Jednoty Klasickych Filologu
25778161,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AWWA Water Science
11221151,Q2,22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Axiomathes
20751680,Q3,21,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Axioms
18388973,Q4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Axo
25326848,Q1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Axo
11342277,Q2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ayer
02133563,Q4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Azafea
24447072,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azafea
0067270X,Q1,19,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Azania
19455534,Q1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azania
25221841,Q4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azerbaijan Chemical Journal
00052531,Q4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azerbaijan Chemical Journal
22186816,Q3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azerbaijan Journal of Mathematics
22219501,Q3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azerbaijan Journal of Mathematics
00052523,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azerbaijan Medical Journal
19941951,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Azerbaijan Pharmaceutical and Pharmacotherapy Journal
1781782X,Q4,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B-ENT
03944719,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,B.C.A. Sicilia
19351682,Q2,44,NA,NA,NA,NA,NA,NA,NA,2,178,254,182,238,A,NA,B.E. Journal of Economic Analysis and Policy
19351690,Q3,22,NA,NA,3,B,NA,NA,1,2,211,249,172,248,A,NA,B.E. Journal of Macroeconomics
19351704,Q3,21,NA,NA,3,B,NA,NA,NA,2,218,269,220,273,A,NA,B.E. Journal of Theoretical Economics
16830083,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,BAAL - Bulletin d'archéologie et d'architecture libanaises
05219744,Q2,15,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Babel
01659367,Q3,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Babesch
17831369,Q3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Babesch
15035727,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Babylon - Nordisk tidsskrift for Midtøstenstudier
00053600,Q4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Bach
00847682,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Bach-Jahrbuch
00053783,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Badia Greca di Grottaferrata. Bollettino
24117986,Q3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baghdad Science Journal
20788665,Q3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baghdad Science Journal
10128298,Q4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bahrain Medical Bulleti
15216918,Q2,98,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Bailliere's Best Practice and Research in Clinical Gastroenterology
1887505X,Q3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bajo Palabra
15763935,Q3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bajo Palabra
21764573,Q1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bakhtiniana
03507653,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Balcanica
23022914,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bali Medical Journal
20891180,Q4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bali Medical Journal
12242780,Q3,18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Balkan Journal of Geometry and its Applications
18432875,Q3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkan Journal of Geometry and its Applications
13110160,Q4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkan Journal of Medical Genetics
23675438,Q3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkan Journal of Philosophy
1313888X,Q3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkan Journal of Philosophy
21463123,Q3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkan Medical Journal
21463131,Q3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkan Medical Journal
18578799,Q3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkan Social Science Review
18578772,Q3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkan Social Science Review
00054313,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Balkan Studies
18776272,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkan Studies Library
13103970,Q1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkanistic Forum
03602206,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balkanistica
05220653,Q4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Ballet Review
13921355,Q3,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Baltic Forestry
20299230,Q3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Forestry
23465581,Q3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Journal of Art History
17368812,Q3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Journal of Art History
14078619,Q2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Journal of Coleopterology
23344385,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,204,231,284,226,C,NA,Baltic Journal of Economics
1406099X,Q2,13,NA,NA,4,C,NA,NA,1,NA,NA,NA,NA,NA,C,NA,Baltic Journal of Economics
22280596,Q1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Journal of European Studies
22280588,Q1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Journal of European Studies
20290454,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Journal of Law and Politics
17465273,NA,NA,NA,4,NA,NA,NA,NA,NA,1,18,23,27,15,C,NA,Baltic Journal of Management
17465265,Q2,31,C,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,C,NA,Baltic Journal of Management
22558950,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Journal of Modern Computing
22558942,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Journal of Modern Computing
1822427X,Q3,23,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,C,NA,Baltic Journal of Road and Bridge Engineering
18224288,Q3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,Baltic Journal of Road and Bridge Engineering
20817533,Q3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Linguistics
23100524,Q1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Regio
20798555,Q1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltic Regio
00673064,Q3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltica
01326503,Q3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Baltistica
23450045,Q3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltistica
01376934,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Banach Center Publications
17358787,Q2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banach Journal of Mathematical Analysis
24994472,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Bancaria The Journal of the Italian Banking Associatio
10015868,Q4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bandaoti Guangdian/Semiconductor Optoelectronics
02535416,Q4,18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Bangladesh Journal of Botany
20760299,Q4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh Journal of Medical Science
22234721,Q4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh Journal of Medical Science
10184287,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh Journal of Obstetrics and Gynecology
1991007X,Q4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh Journal of Pharmacology
19910088,Q4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh Journal of Pharmacology
03779238,Q4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh Medical Research Council Bulleti
08943958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Accounting & Finance
01375520,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank i Kredyt
10197044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,Bank Parikrama: A Journal of Banking and Finance
10151516,NA,NA,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BankArchiv: Zeitschrift für das gesamte Bank- und Börsenwese
21019304,NA,NA,NA,4,4,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bankers, Markets and Investors"
27268004,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BANKERS, MARKETS AND INVESTORS"
03416208,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Bankhistorisches Archiv
08328722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,NA,Banking and Finance Law Review
19476140,Q4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banking and Finance Review
19477945,Q4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banking and Finance Review
00055506,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,Banking Law Journal
26312301,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banko Janakari
10160582,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banko Janakari
18167403,Q3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,Banks and Bank Systems
19917074<U+200E>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,Banks and Bank Systems
19917074,Q3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banks and Bank Systems
00673951,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Banque des Mots
10011455,Q3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baozha Yu Chongji/Expolosion and Shock Waves
0005576X,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baptist quarterly, The"
18077692,Q3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAR - Brazilian Administration Review
01433067,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,BAR International Series
2168023X,Q3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bariatric Surgical Patient Care
21680248,Q3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bariatric Surgical Patient Care
08001669,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Bar
0347772X,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Barnboke
20004389,Q2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barnboke
20007493,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Barnlitterært forskningstidsskrift
22105336,Q4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basal Ganglia
17427843,Q2,93,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Basic & Clinical Pharmacology & Toxicology
17427835,Q2,93,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Basic & Clinical Pharmacology & Toxicology
14391791,Q1,84,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Basic and Applied Ecology
16180089,Q1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basic and Applied Ecology
02136686,Q4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basic and Applied Herpetology
15324834,Q2,72,NA,NA,NA,NA,NA,NA,NA,1,42,42,35,31,B,NA,Basic and Applied Social Psychology
01973533,Q2,72,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,B,NA,Basic and Applied Social Psychology
20514190,Q2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basic and Clinical Andrology
2008126X,Q3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basic and Clinical Neuroscience
19320183,Q2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,Basic Income Studies
21946094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,Basic Income Studies
03008428,Q1,100,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Basic Research in Cardiology
14351803,Q1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basic Research in Cardiology
18750664,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Basic Texts of Islamic Mysticism
0950091X,Q1,88,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Basin Research
13652117,Q1,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basin Research
25200860,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basrah Journal of Agricultural Sciences
18145868,Q4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Basrah Journal of Agricultural Sciences
23455225,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Bastanshenasi Ira
23130105,Q1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batteries
25666223,Q1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batteries and Supercaps
00056650,Q3,18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Bauingenieur
14370980,Q2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bauphysik
01715445,Q2,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Bauphysik
18601820,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Bausteine zur Geschichte der Editio
0932835114370999,Q3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bautechnik
09328351,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Bautechnik
03405044,Q3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bautechnik
19360975,Q1,57,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,A,NA,Bayesian Analysis
19316690,Q1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,Bayesian Analysis
08998280,Q4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baylor University Medical Center Proceedings
15253252,Q4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baylor University Medical Center Proceedings
03407918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BB-Betriebs-Berater
00052728,Q1,179,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,BBA Bioenergetics
00052736,Q1,190,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,BBA Biomembranes
18749399,Q1,131,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,BBA Gene Regulatory Mechanisms
03044165,Q1,167,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,BBA General Subjects
13881981,Q2,166,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,BBA Molecular and Cell Biology of Lipids
09254439,Q1,162,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,BBA Molecular Basis of Disease
01674889,Q2,182,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,BBA Molecular Cell Research
